Server-0 CLIENT-REQ 2024-03-28T13:40:40.309461 [27, 0] Thread-19 transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.252766700 [153, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.256769100 [150, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.257770300 [151, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.257770300 [152, 2] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:45.262765700 [158, 1] Thread-2 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:05:45.263773900 [23, 0] Thread-15 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:05:45.264770100 [154, 2] Thread-14 transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.265767400 [159, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.267766 [161, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.267766 [162, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.269763900 [159, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.271764100 [161, 2] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:05:45.274765100 [24, 0] Thread-2 transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.276764100 [164, 1] transfer 
Server-2 CLIENT-REQ 2024-03-28T14:05:45.277763400 [163, 2] Thread-14 transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.279768300 [165, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.283758800 [165, 2] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:45.287761 [166, 1] Thread-14 transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.289758400 [167, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.292760300 [167, 2] transfer 
Server-2 CLIENT-REQ 2024-03-28T14:05:45.297763300 [168, 2] Thread-14 transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.299761300 [170, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.303762500 [170, 2] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:05:45.308763700 [25, 0] Thread-14 transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.310847100 [171, 1] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:07:34.129418400 [2, 1] Thread-10 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:07:34.136417 [6, 1] Thread-11 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:07:34.137417700 [5, 1] Thread-15 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:07:34.137417700 [4, 1] Thread-7 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:07:34.139423800 [1, 1] Thread-18 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:07:34.140425200 [3, 1] Thread-17 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:07:34.141423800 [4, 0] Thread-20 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:07:34.150416700 [7, 0] Thread-6 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:07:34.151452300 [6, 0] Thread-19 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:07:34.152417100 [5, 0] Thread-24 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:07:34.153420400 [1, 0] Thread-3 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:07:34.154423800 [3, 0] Thread-23 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:07:34.156426900 [2, 0] Thread-4 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:07:34.151452300 [1, 2] Thread-1 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:07:34.159420900 [11, 2] Thread-9 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:07:34.168424200 [10, 2] Thread-2 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:07:34.169422500 [9, 2] Thread-14 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:07:34.170424 [6, 2] Thread-16 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:07:34.171420400 [5, 2] Thread-22 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:07:34.175420100 [8, 2] Thread-12 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:07:34.178419300 [3, 2] Thread-13 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:07:34.180458 [4, 2] Thread-5 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:07:34.182421500 [2, 2] Thread-8 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:07:34.183422400 [7, 2] Thread-21 transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.188419100 [12, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.189539100 [19, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.189539100 [18, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.190537900 [17, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.192532600 [17, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.195533200 [15, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.197537300 [13, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.197537300 [13, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.198537900 [7, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.199541 [14, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.200532900 [10, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.201530200 [9, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.202535 [8, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.203530900 [21, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.204543400 [20, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.205539700 [24, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.206535100 [25, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.207535500 [23, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.208537200 [22, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.211533800 [26, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.215536300 [30, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.216535200 [32, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.218538500 [31, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.222536400 [33, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.230534600 [19, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.235539800 [22, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.236536500 [24, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.239536800 [26, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.242539300 [27, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.246534300 [28, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.247539100 [30, 2] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:07:34.248538800 [42, 1] Thread-18 transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.248538800 [29, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.251535700 [32, 2] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:07:34.251535700 [43, 1] Thread-11 transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.251535700 [32, 2] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:07:34.252533100 [8, 0] Thread-10 transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.258537800 [45, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.259536800 [46, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.262537200 [47, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.262537200 [33, 2] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:07:34.264536500 [9, 0] Thread-15 transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.264536500 [34, 2] transfer 
Server-2 CLIENT-REQ 2024-03-28T14:07:34.266534500 [35, 2] Thread-7 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:07:34.267541600 [10, 0] Thread-17 transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.268535900 [43, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.270531 [50, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.273539600 [51, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.280589400 [52, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.288528 [36, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.292617800 [50, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.293613700 [55, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.293613700 [49, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.294617600 [48, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.295616500 [44, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.296614300 [53, 2] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:07:34.297614900 [54, 1] Thread-18 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:07:34.299611800 [62, 2] Thread-22 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:07:34.301621200 [56, 1] Thread-13 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:07:34.302618600 [11, 0] Thread-21 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:07:34.303615400 [64, 2] Thread-14 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:07:34.305614300 [12, 0] Thread-9 transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.305614300 [63, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.306623700 [64, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.308618700 [65, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.309619200 [66, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.310699500 [67, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.311617100 [68, 1] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:07:34.314615900 [13, 0] Thread-5 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:07:34.316616600 [71, 1] Thread-2 transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.317617700 [67, 2] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:07:34.318617500 [15, 0] Thread-16 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:07:34.319609400 [14, 0] Thread-1 transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.319609400 [68, 2] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:07:34.319609400 [16, 0] Thread-12 transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.320612100 [69, 2] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:07:34.321616400 [17, 0] Thread-7 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:07:34.321616400 [72, 1] Thread-11 transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.322617800 [74, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.322617800 [70, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.323610600 [74, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.325613300 [76, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.327618900 [81, 1] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:07:34.328620 [80, 1] Thread-8 transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.328620 [79, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.329617700 [77, 1] transfer 
Server-2 CLIENT-REQ 2024-03-28T14:07:34.329617700 [73, 2] Thread-13 transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.330640 [82, 1] transfer 
Server-2 CLIENT-REQ 2024-03-28T14:07:34.331615200 [74, 2] Thread-22 transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.333611200 [85, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.335609900 [86, 1] transfer 
Server-2 CLIENT-REQ 2024-03-28T14:07:34.335609900 [75, 2] Thread-18 transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.337616 [76, 2] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:07:34.337616 [18, 0] Thread-14 transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.337616 [77, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.339616300 [87, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.341615 [90, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.344613600 [81, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.344613600 [92, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.345608700 [82, 2] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:07:34.348617500 [93, 1] Thread-11 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:07:34.349616700 [84, 2] Thread-2 transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.352611 [95, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.353608500 [88, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.353608500 [96, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.354608400 [88, 2] transfer 
Server-2 CLIENT-REQ 2024-03-28T14:07:34.356611400 [89, 2] Thread-8 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:07:34.357609700 [19, 0] Thread-13 transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.361636300 [94, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.362609900 [98, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.362609900 [95, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.363617100 [99, 1] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:07:34.363617100 [20, 0] Thread-18 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:07:34.364613600 [21, 0] Thread-22 transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.368616800 [101, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.369609500 [102, 1] transfer 
Server-2 CLIENT-REQ 2024-03-28T14:07:34.372618100 [98, 2] Thread-11 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:07:34.372618100 [103, 1] Thread-2 transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.373609700 [99, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.379609700 [104, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.380612900 [105, 1] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:07:34.385616400 [22, 0] Thread-8 transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.385616400 [104, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.387614200 [105, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.390155900 [108, 1] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:07:34.395151900 [109, 1] Thread-2 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:07:34.395151900 [107, 2] Thread-11 transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.398153400 [110, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.398153400 [111, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.402154400 [110, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.403155300 [111, 2] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:07:34.407151400 [23, 0] Thread-2 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:07:34.409149200 [114, 1] Thread-11 transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.410147600 [115, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.412152 [116, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:07:34.417149900 [115, 2] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:07:34.422151400 [24, 0] Thread-11 transfer 
Server-1 SRV-REQ 2024-03-28T14:07:34.424146600 [119, 1] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:07:34.428150200 [25, 0] Thread-0 halt 
Server-1 SRV-REQ 2024-03-28T14:07:34.430148300 [120, 1] halt 
Server-2 CLIENT-REQ 2024-03-28T14:13:25.452465 [2, 2] Thread-2 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:13:25.463467800 [3, 2] Thread-23 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:13:25.458466700 [1, 0] Thread-10 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:13:25.471459 [1, 2] Thread-16 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:13:25.471459 [3, 0] Thread-18 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:13:25.472466900 [2, 0] Thread-14 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:13:25.469461400 [2, 1] Thread-20 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:13:25.476461900 [4, 2] Thread-22 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:13:25.477464600 [5, 1] Thread-17 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:13:25.481459700 [5, 2] Thread-9 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:13:25.482463800 [4, 1] Thread-19 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:13:25.482463800 [6, 2] Thread-15 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:13:25.484460400 [3, 1] Thread-24 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:13:25.487462500 [1, 1] Thread-21 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:13:25.488464 [4, 0] Thread-13 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:13:25.488464 [6, 1] Thread-11 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:13:25.494459500 [7, 1] Thread-8 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:13:25.500461900 [5, 0] Thread-4 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:13:25.504463900 [7, 2] Thread-7 transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.517459400 [8, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.517459400 [9, 1] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:13:25.519464100 [6, 0] Thread-1 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:13:25.519464100 [8, 2] Thread-6 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:13:25.524461500 [10, 1] Thread-3 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:13:25.525461700 [9, 2] Thread-12 transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.526460900 [11, 1] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:13:25.531466100 [7, 0] Thread-5 transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.531466100 [12, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.534465300 [13, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.535463200 [15, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.536464100 [17, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.537464800 [14, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.538460900 [18, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.538460900 [16, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.539459100 [19, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.540458400 [20, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.541460900 [23, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.542458200 [22, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.543459400 [21, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.544463400 [24, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.562460900 [25, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.564460300 [26, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.565461 [27, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.570458900 [28, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.584461300 [18, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.585468100 [19, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.585468100 [31, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.586463100 [18, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.587466800 [18, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.588461300 [32, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.590460100 [21, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.593460800 [23, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.594463300 [22, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.597465800 [35, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.599021500 [26, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.600106900 [27, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.605107900 [33, 2] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:13:25.605107900 [8, 0] Thread-7 transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.606114 [35, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.608114800 [34, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.610109 [38, 2] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:13:25.612107200 [9, 0] Thread-9 transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.614110600 [38, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.615107200 [44, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.616110900 [41, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.619108300 [46, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.620111800 [42, 2] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:13:25.621110800 [47, 1] Thread-16 transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.622107900 [43, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.624112600 [44, 2] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:13:25.624112600 [49, 1] Thread-2 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:13:25.624112600 [10, 0] Thread-11 transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.626116100 [50, 1] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:13:25.627112200 [53, 1] Thread-8 transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.630108100 [59, 1] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:13:25.631161200 [52, 1] Thread-22 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:13:25.632114800 [11, 0] Thread-6 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:13:25.633112900 [12, 0] Thread-24 transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.633112900 [48, 2] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:13:25.632114800 [60, 1] Thread-23 transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.635111600 [58, 1] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:13:25.636114500 [54, 1] Thread-12 transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.637110700 [63, 1] transfer 
Server-2 CLIENT-REQ 2024-03-28T14:13:25.637110700 [49, 2] Thread-19 transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.638114 [62, 1] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:13:25.639117700 [61, 1] Thread-15 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:13:25.639117700 [50, 2] Thread-17 transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.640108500 [69, 1] transfer 
Server-2 CLIENT-REQ 2024-03-28T14:13:25.640108500 [51, 2] Thread-3 transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.641108900 [66, 1] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:13:25.641108900 [13, 0] Thread-21 transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.642108200 [65, 1] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:13:25.642108200 [14, 0] Thread-20 transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.643114500 [64, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.644114400 [52, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.644114400 [74, 1] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:13:25.645107800 [15, 0] Thread-16 transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.645107800 [70, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.646108200 [78, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.647106900 [53, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.648109400 [78, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.649108300 [55, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.651108500 [61, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.651108500 [75, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.652114700 [54, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.653114700 [80, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.654111300 [62, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.656108200 [64, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.656108200 [79, 1] transfer 
Server-2 CLIENT-REQ 2024-03-28T14:13:25.659110700 [65, 2] Thread-12 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:13:25.662109600 [68, 2] Thread-2 transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.663106500 [87, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.663106500 [70, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.664118300 [69, 2] transfer 
Server-2 CLIENT-REQ 2024-03-28T14:13:25.666116600 [71, 2] Thread-23 transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.668107700 [89, 1] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:13:25.668107700 [16, 0] Thread-19 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:13:25.669112700 [90, 1] Thread-22 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:13:25.670108300 [17, 0] Thread-8 transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.671161900 [91, 1] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:13:25.672110400 [18, 0] Thread-17 transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.672110400 [75, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.674108800 [92, 1] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:13:25.674108800 [93, 1] Thread-15 transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.675112100 [94, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.677109800 [95, 1] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:13:25.678110400 [19, 0] Thread-3 transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.678110400 [77, 2] transfer 
